input sentence,translation
"if i see that the beach is crowded, i won't go.",BCL fs- MARY HAVE IX MUST NICE/CLEAN CLASS_2+BOX/ROOM DCL DCL IX CAN REALLY POSS
mac beats pc because mac is good at suiting people`s needs.,fs- FRANK POSS SISTER IX fs- GRUNT THREE COOPERATE/UNITE WITH fs- SUE MONEY
john's old house was sold yesterday.,fs- JOHN HAVE BOOK FINISH READ BOOK READ
what did john buy yesterday?  books.,fs- JOHN GIFT CHOCOLATE GIFT CHOCOLATE fs-
...and when that was done we got on the raft again,CAN IX SAY ICL IN # WHEN NOT IX MUST
this happens when people don't know about the differences in sensory orientation.,KNOW THAT IX fs- BEACH DCL
it won't open til 9 or 10 in the morning.  we were okay with it even though we had to wait for a bit. the mechanic finally opened and they fixed the tire.,LOOK PERSON IX LOOK LOOK fs- BEACH IX REFUSE EAT PEOPLE MUST ACCEPT BUOY
my aunt is currently making a blueberry pie.,IF FRIEND IX FAMILY VACATION EVERY-YEAR VIDEO-GAME FUTURE
which house will the student's father buy?,STUDENT ARRIVE HOME FINISH GO-OUT HOME
the hearing person didn't care and got into the car.,REALLY SAME NOT IX
now france's king is bald.,COP FRIEND GROUP/TOGETHER DEPART WHY IX CAN
"except for utah group, the child had a deaf mentor, while the group from tennessee did not.",BUT # LA IX IX IX # SO IX IX FUTURE IX fs- OF NOISE IN THAT IX #
what does john eat? he eats caviar. yuck!,IX IX LOVE fs- JOHN SHOULD WHERE WHY IX FAVORITE/PREFER
he would read the book if he had time.,IX MUST DRIVE IX BOOK QM
"so, she went, showed up, and sat down.   the proctor was saying something about the test, the test began and she started writing.",IF IX DCL HOW IX REALLY NONE BCL BCL NOT CANCEL/CRITICIZE
"so, what does deaf speech mean?",LOOK LOOK THAT IX LOOK OH-I-SEE SAME
you didn't pass out?,IX IX LOOK IX ICL
"from then on, we were good and stayed out of trouble at csun.",BCL BCL IX FINISH READ BOOK WHY REALLY WOW
france's king is bald.,IF AUNT IX INTRODUCE NEW FRIEND
did the student buy many books?,AUNT HOUSE IX FINISH READ BOOK
"thirdly, the hospital often will discuss about the communication options.",BCL BCL BCL FOR EXAMPLE IX SAY MAKE
what did john buy yesterday?  books.,fs- JOHN FINISH READ BOOK
"since mary's car broke, john has been taking her to work.",FRIEND GROUP/TOGETHER - p l TIME IX fs- MARY NOT fs- JOHN IX HAVE
my teacher is a good advisior.,# OK GIFT TEACH+AGENT TEACH+AGENT WHO
"my mother taught my two brothers and me, so it was easier for us to move around.",STUDENT IX POSS BOSS IX FINISH SET-UP
"if he has time, he will bake cookies.",IF POSS POSS FAMILY VACATION WHERE NOT LIKE CHOCOLATE
"after i explained wyoming, the tons of cows and all that...",# DO IX WHO
"when the teacher finishes reading the magazine, she will read a book.",THAT IX LOOK WHERE
"if my computer breaks down, i tell carol.",IF SISTER IX fs- BEACH QM
i can't believe the car broke!,BCL BCL IX # IF IX fs- MARY
good weather has not arrived in boston… hurry up!,IX REALLY COP WHERE HAVE PINEAPPLE fs- LATE GOOD/THANK-YOU IN
"or they can hand off to the running back, ",LOOK IX DEAF IX IX # VP
i enjoyed chatting with those two because we talked about asl.,STUDENT FUTURE GIVE - c o n u a t i
wow! that watch costs three thousand dollars!,IX MAKE NOISE MAKE ICL ICL LOCK
"vince lombardi, before his men walked onto the field, ",fs- OF REALLY IX # DO MUST NICE/CLEAN KITCHEN BCL
why did the friends dye their hair together?,FRIEND GROUP/TOGETHER DCL REALLY ONE MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER
do you like physics class?,SAY SAY DCL p l
i love fireworks.,IX POSS FAMILY
"if i don't study, i will fail.",# IF IX THINK IX SAY DCL DCL DCL NOT
the students obeyed and listened to the teacher.,MOTHER IX IX STUDENT HAVE THAT SCL BUOY
"...this is really my favorite quote.  before that super bowl game,",# SO IX NOT HAVE # BQQ PARTY CAN HAVE GOOD/THANK-YOU PEOPLE ONE WOW IN
those friends went out together.,FRIEND GROUP/TOGETHER GO-OUT IX IX
mary isn't a vegetarian.,fs- MARY fs- MARY IX fs-
will john give his father that car?,IX fs- JOHN NOT LIKE MOVIE ACT
"he went out of the bathroom, and he saw his mother looked so horrified as she was on the phone. he asked her, ""what's wrong?"" she said, ""oh, you made terrible noises.""  he was surprised about it.",POSS IDENTIFY IX SCL ICL ICL IX FINE IX IX GO HOSPITAL IX # WHEN WHO POSS SISTER DEPART
no one wants to go.,STUDENT IX ARRIVE QM
i hope there's pineapple cream cheese.,IX MAN HIT IX fs- OF REALLY
when is the pizza party that friend is hosting?,COP FRIEND GO-OUT FISHING IX FAVORITE/PREFER ACTION AND MOTHER+FATHER
john has visited mary.,fs- JOHN IX ARRIVE
john will visit mary.,DRIVE IX DCL fs-
who's driving?,WHO WHO IX CAR
"when my friend calls me on the video phone, the lights flash on and off.",FRIEND GROUP/TOGETHER IX HAVE VIDEOTAPE # LA IX GRAB-CHANCE
they assigned me many tasks.,# IF IX NOT GO-OUT
then it struck me: i had pulled the cigarette from my pocket and put it to my mouth.,# IF fs- JACK IX HAVE fs- LATE MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER FINE IX MUST STAY MAKE REALLY IX HAVE
"i looked at cows while i was driving and i felt sad for them because they couldn't even move. at end of the ""jail"", i saw a butcher shop where they were slaughtering the cows. i also saw some dead cows that were hanging!",IX IX NOT SCL fs- OF FOR REALLY ONE fs- EVEN NAME fs- EVEN # SALE # OK DEAF DIFFERENT DCL REALLY IX DEAF SAME DCL LOOK DCL LOOK DEAF fs- JACK IX REALLY IX CAN TELL MANY SAME IX FINISH IN fs- BILL BUT IX IX NOT HAVE DCL DCL
"...and here in boston is that the fall, in september, seems about the same.",IX REALLY NONE BCL SCL PAST+NIGHT PAST+NIGHT WHERE IX CAN USE-SIGN-LANGUAGE IN DEAF BUOY
who loves john?,fs- BOB SCL
"in event of snow, school is cancelled.",AUNT IX CAN HORSE ICL ICL IX #
"that book you are reading now, i read a long time ago when i was young.",DCL WHO DCL WHO IX NOT IX BUOY
last night i rented an awful movie.,POSS SISTER SCL WITH IX MUST WAIT
mother does not want to buy a house.,YESTERDAY BOOK IX HOUSE IX
the student likes chocolate.,FRIEND IX NICE/CLEAN CLASS_2+BOX/ROOM
what did bob give his girlfriend?,fs- BOB IX GO-OUT FISHING #
if a hearing person were to walk by and didn't know what was happening and who was there they probably would have assumed two people were fighting because of the grunting. that kind of sound makes you wonder.,# NO IX fs- VERY PLAY AREA WOW THAT
the teacher likes movies.,STUDENT IX MUST NICE/CLEAN
"now, i`m wondering from now on with the new job, does that mean i might be moving around again for the next seven years or less?",SAME VOICE KNOW IX FINISH LOOK IN THAT NOISE IX CANNOT FINE DEAF
my first year at csun.,OFTEN THAT DCL TELL POSS
"the wolf said, ""i'm ready to eat you three.  i'll do it.""",BCL BCL
"john doesn't usually take mary to work, they usually walk to work together.",fs- JOHN IX IX IX FAVORITE/PREFER fs- ALI POSS WEDDING CAN FIND/FIND-OUT CULTURE fs- MARY HAVE
he removes the coffin lid and looks in.,IX LOOK NOISE MAKE REALLY ONE SHOW IX
for example howard dean ran for president as a democrat candidate in the 2004 iowa caucus.,BCL BCL FINE IX fs- CEREAL THAT SAME IX NOT MANY DCL DCL HEAR DCL IN THAT NOT HAPPY
now mary knows john.,IX fs- MARY
how to control making noises in the different places is also challenging.,IX KISS-FIST fs- TO MAKE ICL NOT KNOW IX BUOY
"last monday, i knew it would rain the next day.",REALLY IX SAY DCL IX FAVORITE/PREFER SOME IX THINK MORE SOME
i was looking back and saw two cops running.,IX HAVE PINEAPPLE fs- CREAM CHEESE MAKE NOISE IX
maybe i could just let them know and say that i was sorry for going to the bathroom in the public.,SOME POSS SUGGEST ICL DEAF PEOPLE WHO WOW BAD DCL IN HOUSE IX SAY MAKE REALLY WOW IX ENTER TOILET IX
bob hasn't given the rose to his girlfriend.,IX FRIEND IX fs- BOB IX MUST STAY VOICE fs-
my friend loves to go outside because he loves camping.,POSS CAR TIME COP ARRIVE HOME fs- OF SCL DEAF
"i have to admit that during spring time in boston, it rains a lot.",LOOK OH-I-SEE IX KISS-FIST IN BROOKLINE CHEESE YES IX # SO IX DCL NINETY BPCL
i need to buy shorts.,IX LIKE MOVIE REALLY IX
my father moved here to chicago.,IX MUST GIFT POSS CAR BREAK-DOWN
the sister doesn't like chocolate cereal.,THAT KIND POSS FAMILY TAKE-UP DCL QM
i missed my morning class because i didn`t wake up to my alarm.,IX INTRODUCE FIRST PEOPLE GO-OUT MOVIE ACT # NO BUOY
i was definitely deaf.,IX MUST NICE/CLEAN KITCHEN
he decided to waive the fine because he thought it was funny.,IX FINISH ARRIVE fs- LATE IX SCL IX MUST NOT DEAF PEOPLE
do you want butter?,IX THINK # WHEN
"after the movie ends, the teacher will buy a book to give to the student to read.",FRIEND FUTURE READ BOOK
"if the friends don't go out together, they will stay home and watch tv.",FRIEND IX SCL IX IX IX NICE/CLEAN IN # SD IX fs- LATE
whose car is that?,CAR IX IX READ
"did john read the book?  yes, he already did.",fs- JOHN LOVE IX NICE/CLEAN KITCHEN SOON IX MUST GO WOW
"if mom doesn't walk to the store, there won't be any milk.",# IF POSS SISTER NOT IX IX NOT STUDY
the student likes chocolate.,STUDENT IX KISS-FIST CHOCOLATE
when did you graduate high school? will you go to college?,SAME REALLY WOW DEAF PEOPLE SAME TIME # VP PEOPLE WHO SCL
"...he told his men, ""hey, remember: winning isn't everything--",# WHEN IX NOT REASON IX IX CAN IX THAT DEAF fs- LOTTERY BUT IX IX NOT BREAK IX
"from now on, i won't sleep. that's it. ",SCL
did the teacher buy a house yesterday?,TEACHER CAR WHO HAVE CAR YESTERDAY
he had made a videotape of himself riding on one wheel at 80 mph!! he is crazy!!,DRESS/CLOTHES POSS BOSS IX NEVER SCL
"for example, in some areas of the world, people have a strong tendency to talk fast.",BUT # IF IX DRIVE MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER TWO fs- GRUNT MANY DIFFERENT IX DEAF
"when my friends go out, i'll take the time to do homework.",FRIEND IX NOT LIKE
who lost the key?,fs- LOTTERY KNOW IX
who arrived?,WHO MUST
the boy wants new shoes.,NOW SCL SELL BCL NOT
"the voice can tell you if a person is intelligent, whether or not they went to college and whether or not they went to a high ranking college.",IX REALLY IX LOOK MANY EXPERIENCE DCL fs- VERY fs- MPH ICL BCL
"really, i know, i am sure you guys who have lived in a dorm, you hate the ras.  but anyway...",IX ARRIVE HERE POSS fs- BOB SCL SCL SCL DCL DCL BOSTON WHY IX MUST SAY IX MUST
i tended to sneak in and cause problems for another residences.,IX SISTER IX MAKE REALLY IX FEEL # NO IX REALLY
"the cop said, ""no, i saw it very clearly.""",DRESS/CLOTHES fs- CREAM CHEESE IX
"i was relieved, because it was important that nobody see me.  ",IX SAY SAY LOOK PERSON POSS NAME IX THAT IX IN #
the students must learn to listen to the teacher because the teacher is in charge.,IF MOTHER IX TEACHER CAN TEACH+AGENT TEACH+AGENT TEACH+AGENT IX NOT ACCEPT IX MUST NICE/CLEAN KITCHEN
has the teacher cleaned the classroom yet?,TEACHER LOOK POSS BIRTHDAY_3 IX GO-OUT FISHING
"when it's loud, it can be seen as a lack of politeness, as barbaric.",# WHEN POSS BIRTHDAY_3 IX NOT SNOW SCHOOL HERE
where is your friend driving to?,FRIEND IX TIME WHO
the students gave a book to the teacher.,STUDENT MOTHER ARRIVE IX IX
then what happened was a wolf arrived in the area,BCL BCL BCL BCL fs- EVEN DROP FAMILY IX
i've been here all day; i want to leave.,IX REALLY POSS IX FINISH FLUSH
was i shitfaced drunk last night?,NOT POSS FATHER ARRIVE ACT WHO
while the paper manila envelope...,HAPPEN RAIN IX WHO GO-OUT SELL
"if all the students arrive on time, there won't be a test.",FRIEND KNOW IX NOT BUY PLAID SHIRT
all the boys each give the teacher an apple.,# WHEN TEACH+AGENT TEACH+AGENT WHY IX CAN GIVE -
"first it tends to be nasal.  this is referred to as ""nasal resonance disorder.""",fs- JACK SCL SELL WHY CAN fs- PARK SAME IX SAY
last night i did a lot of homework.,IX SISTER IX NEVER CAN VACATION POSS IDENTIFY
do you think obama will be elected again for his second term as president?,ONE POSS IDENTIFY # VP WHO MORE ABOUT DCL
she pulled a bunch of pots from the cabinet and went back upstairs to my room.,TEACHER IX # NO IX NOT NOT MUST # SO IX
"when we arrive in india, i have to send my family a postcard thanking them for support.",# DO # SALE IX REFUSE EAT THING SITUATION fs- BEACH MANY THING STILL LOOK NOISE IX HAVE
"mary's not here, she just left.",REALLY IX fs- MARY NOT LOVE LETTER/MAIL DEAF PEOPLE
"the baby is just deaf. it's not their fault, they're doing perfectly fine.",IX CAN DCL REALLY # LA # SO IX # SO IX THINK RAIN SCL DCL
what did bob give to his girlfriend?,fs- BOB IX # IF FRIEND PROCEED
bob hasn't gone to the post office.,fs- BOB IX IX FINISH READ BOOK FUTURE KNOW
or ask the collided group about the car and if the glass was broken?,# IF IX IX LOOK PERSON FUTURE TAKE # OR REALLY IX REFUSE EAT
"i was driving and i got a flat tire, so i called aaa and they came very quickly.",IX SAY PEOPLE WHO CAN BPCL fs- OF DEAF ON IN fs- OF PERSON IX fs- DONNA AND HEAR
the flat road was boring but at least it was safe!,HORSE NOT IX THAT IN THAT KIND IN # OK DECIDE
"if i decide not to swim in the water, i will walk on the shore.",FRIEND NOT IX WHO POSS IDENTIFY LIST-ORDER IX MAKE REALLY DCL BUOY
i had a big bruise near my eye.  why...,MUST DCL REALLY WOW IN BROOKLINE LOOK BUT IX JOIN WOW IN
where do you work?,POSS FAMILY VACATION
"have hearing friends come over, to socialize.",# WHEN FRIEND GROUP/TOGETHER DEPART CAMP WHY
"no, i just finished homework.",# WHEN # WHEN NOT BREAK-DOWN
i hate asking for directions and then having to read lips and gestures to figure out the directions.,AUNT LOOK OH-I-SEE BOSTON NOT EXPERT MAKE IN # PO
obama is from philadelphia.,# WHEN IX fs-
the teacher likes chocolate.,PIG POSS STUDENT
"when the sun rises, he asks himself, what was that, with the shaking? ",REALLY IX HAVE DEAF fs- GRUNT s e fs- ALI
i braced myself as we went down--i was expecting to fall out.,IX CAN POSS IX fs- RENT POSS NEW HOUSE
the park is crowded because the kids love playing there.,IX THAT IX NOT ARRIVE HOME fs- JOHN FINISH READ
"while i was a graduate student, in a linguistics class, a professor gave a lecture about syntax.",STUDENT IX ARRIVE HOME fs- IT fs- ROPE REALLY ONE SHOW HOW IX CANNOT COMPETITION BPCL
i always get sick in winter because i wear flip-flops.,IX THINK FISHING FOR COP OH-I-SEE SCL CHASE IX REALLY WOW
the deaf man turned to the cop and gestured that he couldn't hear.,REALLY IX BCL BCL BCL
"i have to admit that sf copies boston a little, but anyway...",IX HOPE DEAF PEOPLE LOOK LOOK OH-I-SEE IN BOSTON BUT # WHEN
who is asking for directions?,WHO GO-OUT WHO GO-OUT MOVIE
my friends realized they didn`t want a pizza party because it has been the norm.,FRIEND GROUP/TOGETHER DCL REALLY SAME # IF IX CAN IX HAVE fs- VERY u a l s
"when you finish homework, you can go play outside.",AUNT IX # DO THAT POSS BIRTHDAY_3
"if it snows, school is cancelled.",# IF IX REALLY MANY IX REALLY
when the three pigs grew up...,MOTORCYCLE POSS FATHER NOW MOVIE HERE SCHOOL HERE
who likes chocolate?,GO-OUT CAR BREAK-DOWN
"or, if they really need to arrest someone, cuff him with his hands in front of his body...",IDEA THAT ONE fs- OF REALLY IX HAVE MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER TWO fs- LATE NIGHT
"the next pig, well, he wasn't lazy...",POSS MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER MOTHER+FATHER IX
"i was drinking underage, too.",BAD WEATHER DCL QM
why isn't there any chocolate cereal?,IX NEVER IX GO-OUT fs- ROPE BUOY
"if father arrives home late, he can`t help us with our homework.",# IF THAT IX WHO ARRIVE HOME IX # NO NOT WIN IX
be friends with their child's friend's parents. it's important to be connected and they must collaborate with others.,FRIEND IX HAVE MANAGE/CONTROL fs- TO fs- MPH IX REFUSE IX fs- IT # RA IN PLACE QM
the sushi i ate tasted weird. i hope it`s not spoiled.,BAD WEATHER IX fs- MARY IX LOVE IN BOSTON
john read a/the book.,fs- JOHN IX LIKE CHOCOLATE
"if it's cold, my mom won't go out.",IX # DO THAT IX NOT BUY BOOK IX
is that john's father's car?,NOT LIKE MOVIE
"dad likes chocolate cereal, like me.",POSS FRIEND LOOK WOW TO/UNTIL WHO
"...you know, they have different buildings for different wards.  i went in and waited some more.",LOOK DCL DCL
there are real implications behind the value of speech culture and what it means when it's given a voice.,SCL IX ARRIVE HOME VOICE DCL WHERE IX NOT BREAK WINDOW QM IX NOT FEEL SAY DCL REALLY IN HERE
mary is funny. she really wants an ugly dog.,IX # LA AREA NOT REASON IX IX IX fs-
there's something strange about myself.,fs- OBAMA IX CAN TELL FOR
some strange thing/person arrived.,DRESS/CLOTHES IX REALLY IX GO-OUT #
"if john eats spinach, he will get sick.",# IF IX THAT KIND fs- JOHN FUTURE READ
"a man walking saw money on the ground, and seeing no one was around, he pocketed it.",IX MUST # NO REALLY PERSON IX fs- JOHN HAVE MANY MANY THING
often they don't realize how much noise they are making. so they're not as quiet as they think.,HORSE SCL WHERE # NO IX DCL DCL DCL DCL
"i was on i-80 all the way across the country and then i eventually got on i-90.  i expected that it would take me maybe three or four days to drive across the country. unfortunately, i was wrong!",# SO IF IX fs- VERY MARY NONE/NOTHING REPORTER CLEAR SAY DCL AND MONSTER POSS FRIEND IX LOOK OH-I-SEE TO IX # BBQ MOTORCYCLE SCHOOL NOT DEAF PEOPLE WHO IX JOIN IX NOT LIKE CHOCOLATE STILL BCL BCL IX NOT ARRIVE SCHOOL CONTINUE
i noticed some animal crossing the road.,IX SCL DEAF PEOPLE WHO CAN TALK
mary arrived late.,fs- JOHN NOT
it must be ripped fast to reduce the noise.,fs- THEN POSS FAMILY VACATION EVERY-YEAR WHERE IX CANNOT
the game finishes before 6? what time?,THEN IF POSS FRIEND DEPART SELL
"i thought ""why don't i just drive on"". ",IX MAN NOW IX KISS-FIST APPLE WHERE QM
